diseaseName	diseaseClass	disease
Phobic anxiety disorder	F03	Психические расстройства
Cognition Disorders	F03	Психические расстройства
Disruptive Behavior Disorder	F03	Психические расстройства
Oppositional Defiant Disorder	F03	Психические расстройства
Recurrent depression	F03	Психические расстройства
Attention Deficit and Disruptive Behavior Disorders	F03	Психические расстройства
Paranoid Schizophrenia	F03	Психические расстройства
Mental deterioration	F03	Психические расстройства
Impaired cognition	F03	Психические расстройства
Mild cognitive disorder	F03	Психические расстройства
Autism Spectrum Disorders	F03	Психические расстройства
Neurodevelopmental Disorders	F03	Психические расстройства
Shared Paranoid Disorder	F03	Психические расстройства
Bipolar I disorder	F03	Психические расстройства
Alopecia-Mental Retardation Syndrome 1	F03	Психические расстройства
