source	target	diseaseName
Coagulation factor IX	Новообразования	Familial Intestinal Polyposis
Complement C1q subcomponent subunit A	Новообразования	Malignant neoplasm of breast
Complement C1q subcomponent subunit A	Новообразования	Corpus Luteum Cyst
Complement C1q subcomponent subunit A	Новообразования	Ovarian Cysts
Complement factor B	Новообразования	Corpus Luteum Cyst
Complement factor B	Новообразования	Ovarian Cysts
Creatine kinase B-type	Новообразования	Malignant neoplasm of stomach
Creatine kinase B-type	Новообразования	Stomach Neoplasms
Creatine kinase B-type	Новообразования	Small cell carcinoma of lung
Creatine kinase B-type	Новообразования	Hereditary Diffuse Gastric Cancer
Creatine kinase M-type	Новообразования	Malignant tumor of colon
Creatine kinase M-type	Новообразования	Colonic Neoplasms
Cystatin-C	Новообразования	Meningioma
Cystatin-C	Новообразования	Meningiomas, Multiple
Cystatin-C	Новообразования	Malignant Meningioma
Cystatin-C	Новообразования	Benign Meningioma
Cystatin-C	Новообразования	Meningothelial meningioma
Cystatin-C	Новообразования	Fibrous Meningioma
Cystatin-C	Новообразования	Psammomatous Meningioma
Cystatin-C	Новообразования	Angiomatous Meningioma
Cystatin-C	Новообразования	Hemangioblastic Meningioma
Cystatin-C	Новообразования	Hemangiopericytic Meningioma
Cystatin-C	Новообразования	Transitional Meningioma
Cystatin-C	Новообразования	Spinal Meningioma
Cystatin-C	Новообразования	Intracranial Meningioma
Cystatin-C	Новообразования	Clear Cell Meningioma
Cystatin-C	Новообразования	Xanthomatous Meningioma
Cystatin-C	Новообразования	Cerebral Convexity Meningioma
Cystatin-C	Новообразования	Parasagittal Meningioma
Cystatin-C	Новообразования	Intraorbital Meningioma
Cystatin-C	Новообразования	Intraventricular Meningioma
Cystatin-C	Новообразования	Olfactory Groove Meningioma
Cystatin-C	Новообразования	Secretory meningioma
Cystatin-C	Новообразования	Microcystic meningioma
Cystatin-C	Новообразования	Angioblastic Meningioma
Cystatin-C	Новообразования	Posterior Fossa Meningioma
Cystatin-C	Новообразования	Sphenoid Wing Meningioma
Cystatin-C	Новообразования	Papillary Meningioma
Ferritin heavy chain	Новообразования	Neoplasm Invasiveness
Ferritin heavy chain	Новообразования	Malignant mesothelioma
Ferritin light chain	Новообразования	Neoplasm Invasiveness
Ferritin light chain	Новообразования	Neoplasm Metastasis
Fibrinogen alpha chain	Новообразования	Mouth Neoplasms
Fibrinogen alpha chain	Новообразования	Malignant neoplasm of mouth
Fibrinogen gamma chain	Новообразования	Malignant neoplasm of stomach
Fibrinogen gamma chain	Новообразования	Stomach Neoplasms
Fibrinogen gamma chain	Новообразования	Hereditary Diffuse Gastric Cancer
Fibronectin	Новообразования	Malignant neoplasm of breast
Fibronectin	Новообразования	Neoplastic Cell Transformation
Fibronectin	Новообразования	Colorectal Carcinoma
Fibronectin	Новообразования	Animal Mammary Neoplasms
Fibronectin	Новообразования	Neoplasm Invasiveness
Fibronectin	Новообразования	Malignant mesothelioma
Fibronectin	Новообразования	Breast Carcinoma
Fibronectin	Новообразования	Mammary Carcinoma, Animal
Fibronectin	Новообразования	Mammary Neoplasms, Human
Fibronectin	Новообразования	Mammary Neoplasms
Fibronectin	Новообразования	Mammary Carcinoma, Human
Fructose-bisphosphate aldolase B	Новообразования	Malignant neoplasm of stomach
Fructose-bisphosphate aldolase B	Новообразования	Stomach Neoplasms
Fructose-bisphosphate aldolase B	Новообразования	Hereditary Diffuse Gastric Cancer
Haptoglobin	Новообразования	Malignant neoplasm of breast
Haptoglobin	Новообразования	Genital Neoplasms, Female
Haptoglobin	Новообразования	Breast Carcinoma
Haptoglobin	Новообразования	Mammary Neoplasms, Human
Haptoglobin	Новообразования	Mammary Neoplasms
Haptoglobin	Новообразования	Mammary Carcinoma, Human
Insulin-like growth factor-binding protein 1	Новообразования	Malignant tumor of colon
Insulin-like growth factor-binding protein 1	Новообразования	Colonic Neoplasms
Insulin-like growth factor-binding protein 3	Новообразования	Malignant neoplasm of urinary bladder
Insulin-like growth factor-binding protein 3	Новообразования	Bladder Neoplasm
Insulin-like growth factor-binding protein 3	Новообразования	Colorectal Carcinoma
Insulin-like growth factor-binding protein 3	Новообразования	Colorectal Neoplasms
Insulin-like growth factor-binding protein 3	Новообразования	Malignant neoplasm of stomach
Insulin-like growth factor-binding protein 3	Новообразования	Prostatic Neoplasms
Insulin-like growth factor-binding protein 3	Новообразования	Stomach Neoplasms
Insulin-like growth factor-binding protein 3	Новообразования	Malignant neoplasm of prostate
Insulin-like growth factor-binding protein 3	Новообразования	Hereditary Diffuse Gastric Cancer
Mucin-16	Новообразования	ovarian neoplasm
Mucin-16	Новообразования	Malignant neoplasm of ovary
Myeloperoxidase	Новообразования	Malignant neoplasm of urinary bladder
Myeloperoxidase	Новообразования	Bladder Neoplasm
Myeloperoxidase	Новообразования	Colorectal Carcinoma
Myeloperoxidase	Новообразования	Lung Neoplasms
Myeloperoxidase	Новообразования	Prostatic Neoplasms
Myeloperoxidase	Новообразования	Malignant neoplasm of lung
Myeloperoxidase	Новообразования	Malignant neoplasm of prostate
Myeloperoxidase	Новообразования	Liver carcinoma
Plasma protease C1 inhibitor	Новообразования	Lung Neoplasms
Plasma protease C1 inhibitor	Новообразования	Malignant neoplasm of lung
Plasminogen activator inhibitor 1	Новообразования	Liver neoplasms
Plasminogen activator inhibitor 1	Новообразования	Malignant neoplasm of stomach
Plasminogen activator inhibitor 1	Новообразования	Prostatic Neoplasms
Plasminogen activator inhibitor 1	Новообразования	Stomach Neoplasms
Plasminogen activator inhibitor 1	Новообразования	Malignant neoplasm of liver
Plasminogen activator inhibitor 1	Новообразования	Malignant neoplasm of prostate
Plasminogen activator inhibitor 1	Новообразования	Hereditary Diffuse Gastric Cancer
Prolactin	Новообразования	Leydig Cell Tumor
Prolactin	Новообразования	Animal Mammary Neoplasms
Prolactin	Новообразования	Pituitary Adenoma
Prolactin	Новообразования	Pituitary Neoplasms
Prolactin	Новообразования	Prolactinoma
Prolactin	Новообразования	Microprolactinoma
Prolactin	Новообразования	Macroprolactinoma
Prolactin	Новообразования	Pituitary carcinoma
Prolactin	Новообразования	Growth Hormone-Secreting Pituitary Adenoma
Prolactin	Новообразования	Mammary Carcinoma, Animal
Prolactin	Новообразования	Somatotrophinoma, Familial
Retinol-binding protein 4	Новообразования	Malignant neoplasm of stomach
Retinol-binding protein 4	Новообразования	Animal Mammary Neoplasms
